N;City;Route;Trap code;Name GPS;Date of reading;Entidad que realizo la lectura;Epoca cultivo;Red;Black;RedBlack;Pluviometric_day;Humidity;Maximum_temperature;Observaciones;crop stage 
12456;Cerete;CereteSanPelayo;23-686-269;CereteSanPelayo-17;15/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,88888889;35,41333333;Trampa en buen estado.;establecimiento de cultivo
12458;Cerete;CereteSanPelayo;23-686-271;CereteSanPelayo-19;15/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,88888889;35,41333333;Trampa en buen estado.;establecimiento de cultivo
12459;Cerete;CereteSanPelayo;23-686-273;CereteSanPelayo-20;15/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,88888889;35,41333333;Trampa en buen estado.;establecimiento de cultivo
12461;Cerete;CereteSanPelayo;23-686-275;CereteSanPelayo-22;15/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,88888889;35,41333333;Trampa en buen estado.;establecimiento de cultivo
12463;Cerete;CereteSanPelayo;23-686-277;CereteSanPelayo-24;15/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,88888889;35,41333333;Trampa en buen estado.;establecimiento de cultivo
12559;Cerete;CereteSanPelayo;23-162-284;CereteSanPelayo-8;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;5;21;26;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12614;Cerete;CereteSanPelayoChima;23-686-291;CereteSanPelayoChima-14;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;2;17;19;0;71,61904762;35,40714286;Trampa en buen estado.;establecimiento de cultivo
12568;Cerete;CereteSanPelayo;23-686-270;CereteSanPelayo-18;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;2;12;14;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12552;Cerete;CereteSanPelayo;23-162-262;CereteSanPelayo-1;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;13;13;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12606;Cerete;CereteSanPelayoChima;23-686-304;CereteSanPelayoChima-6;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;1;10;11;0;71,61904762;35,40714286;Trampa en buen estado.;establecimiento de cultivo
12548;Cerete;CereteSancarlos;23-678-251;CereteSancarlos-22;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;7;7;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12557;Cerete;CereteSancarlos;23-162-258;CereteSancarlos-6;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;7;7;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12563;Cerete;CereteSanPelayo;23-162-265;CereteSanPelayo-12;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;7;7;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12513;Cerete;CereteCienaga;23-189-214;CereteCienaga-11;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;6;6;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12567;Cerete;CereteSanPelayo;23-686-269;CereteSanPelayo-17;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;2;4;6;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12620;Cerete;CereteSanPelayoChima;23-686-298;CereteSanPelayoChima-22;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;6;6;0;71,61904762;35,40714286;Trampa en buen estado.;establecimiento de cultivo
12523;Cerete;CereteCienaga;23-189-226;CereteCienaga-22;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;5;5;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12537;Cerete;CereteSancarlos;23-678-239;CereteSancarlos-11;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;1;4;5;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12529;Cerete;CereteSancarlos;23-162-248;CereteSancarlos-2;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;4;4;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12605;Cerete;CereteSanPelayoChima;23-162-303;CereteSanPelayoChima-4;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;4;4;0;71,61904762;35,40714286;Trampa en buen estado.;establecimiento de cultivo
12514;Cerete;CereteCienaga;23-189-215;CereteCienaga-12;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;3;3;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
11926;Monteria;Monteriia;23-001-364;Monteriia-2;30/12/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;;;;Trampa en buen estado.;establecimiento de cultivo
11927;Monteria;Monteriia;23-001-365;Monteriia-3;30/12/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;;;;Trampa en buen estado.;establecimiento de cultivo
11928;Monteria;Monteriia;23-001-366;Monteriia-4;30/12/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;;;;Trampa en buen estado.;establecimiento de cultivo
11929;Monteria;Monteriia;23-001-367;Monteriia-6;30/12/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;;;;Trampa en buen estado.;establecimiento de cultivo
11930;Monteria;Monteriia;23-001-368;Monteriia-7;30/12/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;;;;Trampa en buen estado.;establecimiento de cultivo
11931;Monteria;Monteriia;23-001-369;Monteriia-8;30/12/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;;;;Trampa en buen estado.;establecimiento de cultivo
11932;Monteria;Monteriia;23-162-370;Monteriia-9;30/12/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;;;;Trampa en buen estado.;establecimiento de cultivo
11933;Monteria;Monteriia;23-001-357;Monteriia-11;30/12/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;;;;Trampa en buen estado.;establecimiento de cultivo
11934;Monteria;Monteriia;23-001-358;Monteriia-12;30/12/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;;;;Trampa en buen estado.;establecimiento de cultivo
11936;Monteria;Monteriia;23-001-360;Monteriia-16;30/12/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;;;;Trampa en buen estado.;establecimiento de cultivo
11937;Monteria;Monteriia;23-001-361;Monteriia-17;30/12/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;;;;Trampa en buen estado.;establecimiento de cultivo
11938;Monteria;Monteriia;23-001-362;Monteriia-18;30/12/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;;;;Trampa en buen estado.;establecimiento de cultivo
11942;Lorica;Loorica;23-417-350;Loorica-3;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;82,66666667;32,62857143;Trampa en buen estado.;establecimiento de cultivo
11944;Lorica;Loorica;23-417-352;Loorica-6;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;82,66666667;32,62857143;Trampa en buen estado.;establecimiento de cultivo
11945;Lorica;Loorica;23-417-352;Loorica-6;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;82,66666667;32,62857143;Trampa en buen estado.;establecimiento de cultivo
11946;Lorica;Loorica;23-417-353;Loorica-7;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;82,66666667;32,62857143;Trampa en buen estado.;establecimiento de cultivo
11949;Lorica;Loorica;23-417-334;Loorica-10;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;82,66666667;32,62857143;Trampa en buen estado.;establecimiento de cultivo
11950;Lorica;Loorica;23-417-335;Loorica-11;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;82,66666667;32,62857143;Trampa en buen estado.;establecimiento de cultivo
11953;Lorica;Loorica;23-417-338;Loorica-15;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;82,66666667;32,62857143;Trampa en buen estado.;establecimiento de cultivo
11956;Lorica;Loorica;23-300-340;Loorica-17;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;82,66666667;32,62857143;Trampa en buen estado.;establecimiento de cultivo
11957;Lorica;Loorica;23-417-341;Loorica-18;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;82,66666667;32,62857143;Trampa en buen estado.;establecimiento de cultivo
11958;Lorica;Loorica;23-300-342;Loorica-19;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;82,66666667;32,62857143;Trampa en buen estado.;establecimiento de cultivo
11960;Lorica;Loorica;23-417-345;Loorica-21;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;82,66666667;32,62857143;Trampa en buen estado.;establecimiento de cultivo
11961;Lorica;Loorica;23-417-346;Loorica-22;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;82,66666667;32,62857143;Trampa en buen estado.;establecimiento de cultivo
11963;Lorica;Loorica;23-300-348;Loorica-24;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;82,66666667;32,62857143;Trampa en buen estado.;establecimiento de cultivo
11964;Lorica;Loorica;23-300-349;Loorica-25;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;82,66666667;32,62857143;Trampa en buen estado.;establecimiento de cultivo
11965;Monteria;Monteriia;23-001-356;Monteriia-1;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;3,253333333;;32,45333333;Trampa en buen estado.;establecimiento de cultivo
11966;Monteria;Monteriia;23-001-364;Monteriia-2;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;3,253333333;;32,45333333;Trampa en buen estado.;establecimiento de cultivo
11967;Monteria;Monteriia;23-001-365;Monteriia-3;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;3,253333333;;32,45333333;Trampa en buen estado.;establecimiento de cultivo
11968;Monteria;Monteriia;23-001-366;Monteriia-4;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;3,253333333;;32,45333333;Trampa en buen estado.;establecimiento de cultivo
11969;Monteria;Monteriia;23-001-367;Monteriia-6;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;3,253333333;;32,45333333;Trampa en buen estado.;establecimiento de cultivo
11970;Monteria;Monteriia;23-001-368;Monteriia-7;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;3,253333333;;32,45333333;Trampa en buen estado.;establecimiento de cultivo
11971;Monteria;Monteriia;23-001-369;Monteriia-8;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;3,253333333;;32,45333333;Trampa en buen estado.;establecimiento de cultivo
11972;Monteria;Monteriia;23-162-370;Monteriia-9;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;3,253333333;;32,45333333;Trampa en buen estado.;establecimiento de cultivo
11973;Monteria;Monteriia;23-001-357;Monteriia-11;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;3,253333333;;32,45333333;Trampa en buen estado.;establecimiento de cultivo
11974;Monteria;Monteriia;23-001-358;Monteriia-12;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;3,253333333;;32,45333333;Trampa en buen estado.;establecimiento de cultivo
11975;Monteria;Monteriia;23-001-359;Monteriia-14;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;3,253333333;;32,45333333;Trampa en buen estado.;establecimiento de cultivo
11976;Monteria;Monteriia;23-001-360;Monteriia-16;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;3,253333333;;32,45333333;Trampa en buen estado.;establecimiento de cultivo
11977;Monteria;Monteriia;23-001-361;Monteriia-17;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;3,253333333;;32,45333333;Trampa en buen estado.;establecimiento de cultivo
11978;Monteria;Monteriia;23-001-362;Monteriia-18;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;3,253333333;;32,45333333;Trampa en buen estado.;establecimiento de cultivo
11979;Monteria;Monteriia;23-001-363;Monteriia-19;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;3,253333333;;32,45333333;Trampa en buen estado.;establecimiento de cultivo
12561;Cerete;CereteSanPelayo;23-686-263;CereteSanPelayo-10;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;1;2;3;0;71,61904762;35,40714286;Trampa en buen estado.;Hortaliza Maiz
12536;Cerete;CereteSancarlos;23-678-238;CereteSancarlos-10;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;2;2;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12555;Cerete;CereteSanPelayo;23-162-280;CereteSanPelayo-4;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;2;2;0;71,61904762;35,40714286;Trampa en buen estado.;
12609;Cerete;CereteSanPelayoChima;23-686-307;CereteSanPelayoChima-9;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;2;2;0;71,61904762;35,40714286;Trampa en buen estado.;establecimiento de cultivo
12610;Cerete;CereteSanPelayoChima;23-686-287;CereteSanPelayoChima-10;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;2;2;0;71,61904762;35,40714286;Trampa en buen estado.;establecimiento de cultivo
12517;Cerete;CereteCienaga;23-189-218;CereteCienaga-15;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12576;Cerete;CereteSanPelayo;23-162-278;CereteSanPelayo-25;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0;71,61904762;35,40714286;Trampa en buen estado.;establecimiento de cultivo
12618;Cerete;CereteSanPelayoChima;23-300-296;CereteSanPelayoChima-20;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0;71,61904762;35,40714286;Trampa en buen estado.;establecimiento de cultivo
12503;Cerete;CereteCienaga;23-162-212;CereteCienaga-1;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,61904762;35,40714286;Trampa en buen estado.;establecimiento de cultivo
12504;Cerete;CereteCienaga;23-162-223;CereteCienaga-2;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,61904762;35,40714286;Trampa en buen estado.;establecimiento de cultivo
12505;Cerete;CereteCienaga;23-162-230;CereteCienaga-3;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,61904762;35,40714286;Trampa en buen estado.;establecimiento de cultivo
12506;Cerete;CereteCienaga;23-162-231;CereteCienaga-4;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,61904762;35,40714286;Trampa en buen estado.;establecimiento de cultivo
12507;Cerete;CereteCienaga;23-189-232;CereteCienaga-5;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,61904762;35,40714286;Trampa en buen estado.;establecimiento de cultivo
12508;Cerete;CereteCienaga;23-189-233;CereteCienaga-6;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,61904762;35,40714286;Trampa en buen estado.;establecimiento de cultivo
12509;Cerete;CereteCienaga;23-189-234;CereteCienaga-7;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,61904762;35,40714286;Trampa en buen estado.;establecimiento de cultivo
12005;Cotorra;Cotorrra;23-300-319;Cotorrra-2;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;;;;Trampa en buen estado.;establecimiento de cultivo
12007;Cotorra;Cotorrra;23-300-327;Cotorrra-4;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;;;;Trampa en buen estado.;establecimiento de cultivo
12008;Cotorra;Cotorrra;23-300-328;Cotorrra-5;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;;;;Trampa en buen estado.;establecimiento de cultivo
12010;Cotorra;Cotorrra;23-300-330;Cotorrra-7;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;;;;Trampa en buen estado.;establecimiento de cultivo
12011;Cotorra;Cotorrra;23-300-331;Cotorrra-8;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;;;;Trampa en buen estado.;establecimiento de cultivo
12013;Cotorra;Cotorrra;23-686-309;Cotorrra-10;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;;;;Trampa en buen estado.;establecimiento de cultivo
12014;Cotorra;Cotorrra;23-300-310;Cotorrra-11;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;;;;Trampa en buen estado.;establecimiento de cultivo
12015;Cotorra;Cotorrra;23-300-311;Cotorrra-12;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;;;;Trampa en buen estado.;establecimiento de cultivo
12017;Cotorra;Cotorrra;23-300-313;Cotorrra-14;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;;;;Trampa en buen estado.;establecimiento de cultivo
12018;Cotorra;Cotorrra;23-300-314;Cotorrra-15;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;;;;Trampa en buen estado.;establecimiento de cultivo
12019;Cotorra;Cotorrra;23-300-315;Cotorrra-16;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;;;;Trampa en buen estado.;establecimiento de cultivo
12021;Cotorra;Cotorrra;23-300-317;Cotorrra-18;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;;;;Trampa en buen estado.;establecimiento de cultivo
12022;Cotorra;Cotorrra;23-300-318;Cotorrra-19;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;;;;Trampa en buen estado.;establecimiento de cultivo
12023;Cotorra;Cotorrra;23-686-320;Cotorrra-20;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;;;;Trampa en buen estado.;establecimiento de cultivo
12026;Cotorra;Cotorrra;23-300-323;Cotorrra-23;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;;;;Trampa en buen estado.;establecimiento de cultivo
12028;Cotorra;Cotorrra;23-417-325;Cotorrra-25;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;;;;Trampa en buen estado.;establecimiento de cultivo
12510;Cerete;CereteCienaga;23-189-235;CereteCienaga-8;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,61904762;35,40714286;Trampa en buen estado.;establecimiento de cultivo
12511;Cerete;CereteCienaga;23-189-236;CereteCienaga-9;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,61904762;35,40714286;Trampa en buen estado.;establecimiento de cultivo
12512;Cerete;CereteCienaga;23-189-213;CereteCienaga-10;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12515;Cerete;CereteCienaga;23-189-216;CereteCienaga-13;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12516;Cerete;CereteCienaga;23-189-217;CereteCienaga-14;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12518;Cerete;CereteCienaga;23-189-219;CereteCienaga-16;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12519;Cerete;CereteCienaga;23-189-220;CereteCienaga-17;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12520;Cerete;CereteCienaga;23-189-221;CereteCienaga-18;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12521;Cerete;CereteCienaga;23-189-224;CereteCienaga-20;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12522;Cerete;CereteCienaga;23-189-225;CereteCienaga-21;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12524;Cerete;CereteCienaga;23-189-227;CereteCienaga-23;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12525;Cerete;CereteCienaga;23-189-222;CereteCienaga-19;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12526;Cerete;CereteCienaga;23-189-228;CereteCienaga-24;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12527;Cerete;CereteCienaga;23-189-229;CereteCienaga-25;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12528;Cerete;CereteSancarlos;23-162-237;CereteSancarlos-1;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12530;Cerete;CereteSancarlos;23-162-255;CereteSancarlos-3;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12531;Cerete;CereteSancarlos;23-162-256;CereteSancarlos-4;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12532;Cerete;CereteSancarlos;23-162-258;CereteSancarlos-6;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12533;Cerete;CereteSancarlos;23-189-259;CereteSancarlos-7;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12534;Cerete;CereteSancarlos;23-162-260;CereteSancarlos-8;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12535;Cerete;CereteSancarlos;23-678-261;CereteSancarlos-9;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12538;Cerete;CereteSancarlos;23-678-240;CereteSancarlos-12;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12539;Cerete;CereteSancarlos;23-678-241;CereteSancarlos-13;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12540;Cerete;CereteSancarlos;23-678-242;CereteSancarlos-14;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12541;Cerete;CereteSancarlos;23-678-243;CereteSancarlos-15;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12542;Cerete;CereteSancarlos;23-678-244;CereteSancarlos-16;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12543;Cerete;CereteSancarlos;23-678-245;CereteSancarlos-17;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12544;Cerete;CereteSancarlos;23-678-246;CereteSancarlos-18;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12545;Cerete;CereteSancarlos;23-678-247;CereteSancarlos-19;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12546;Cerete;CereteSancarlos;23-678-249;CereteSancarlos-20;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12547;Cerete;CereteSancarlos;23-678-250;CereteSancarlos-21;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12549;Cerete;CereteSancarlos;23-678-252;CereteSancarlos-23;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12550;Cerete;CereteSancarlos;23-162-253;CereteSancarlos-24;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12551;Cerete;CereteSancarlos;23-162-254;CereteSancarlos-25;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12553;Cerete;CereteSanPelayo;23-162-272;CereteSanPelayo-2;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
12554;Cerete;CereteSanPelayo;23-162-279;CereteSanPelayo-3;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,61904762;35,40714286;Trampa en buen estado.;
12556;Cerete;CereteSanPelayo;23-162-281;CereteSanPelayo-5;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;71,61904762;35,40714286;Trampa en buen estado.;Maiz
